Devices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Imported Analog EMG - Voltage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Sub Frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,4,0.00679016,-0.0127411,0.0447083,0.021286,-0.00976563,-0.00667572,0.00236511,0.00892639,-0.00137329,0.00770569,-0.00988007,-0.0159454,-0.0110245,-0.00595093,-0.020752,-0.0163269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,5,0.00858307,-0.0141907,0.0455475,0.0200653,-0.013237,-0.00747681,0.00366211,0.0107956,-0.00244141,0.00686646,-0.00709534,-0.0153351,-0.0105667,-0.00587463,-0.0211334,-0.0138092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,6,0.00900269,-0.0131989,0.0496674,0.0175476,-0.0123596,-0.00751495,0.00293732,0.0106049,0.000495911,0.00640869,-0.00785828,-0.0153351,-0.0117874,-0.00591278,-0.021286,-0.0164032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,7,0.0113678,-0.0165939,0.0430679,0.0213623,-0.0123978,-0.00782013,0.00297546,0.00839233,-0.00125885,0.00610352,-0.0102615,-0.015831,-0.0106812,-0.00595093,-0.0196075,-0.0160599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,8,0.0150681,-0.0175476,0.051918,0.0218201,-0.0104523,-0.00713348,0.00347137,0.0116348,-0.00137329,0.00858307,-0.00663757,-0.0152588,-0.0100327,-0.00511169,-0.0217438,-0.0152588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,9,0.0132751,-0.017395,0.0470734,0.0198746,-0.0161362,-0.00747681,0.00320435,0.00972748,-0.00152588,0.0088501,-0.00831604,-0.0156784,-0.010376,-0.00740051,-0.0209808,-0.0159454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,0,0.0109482,-0.0130463,0.0430679,0.0201035,-0.0144958,-0.00717163,0.00270844,0.00865936,-0.00152588,0.00797272,-0.00961304,-0.0157547,-0.0111771,-0.0063324,-0.0217438,-0.0140762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,1,0.0123215,-0.0102234,0.0372696,0.0234222,-0.0125504,-0.00797272,0.00339508,0.00900269,-0.00213623,0.00530243,-0.0147247,-0.0151443,-0.0116348,-0.00617981,-0.0219727,-0.0204849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,2,0.0157166,-0.00907898,0.0381851,0.0288773,-0.0136566,-0.00686646,0.00286102,0.00991821,-0.00259399,0.0069046,-0.00675201,-0.0153732,-0.011673,-0.00598907,-0.0208282,-0.01194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,3,0.0162888,-0.011673,0.0421524,0.0263596,-0.0120926,-0.00740051,0.00228882,0.0117874,-0.00148773,0.00694275,-0.0082016,-0.0154877,-0.0104141,-0.00675201,-0.0206375,-0.0131607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,4,0.014534,-0.020752,0.0452805,0.0224304,-0.0117874,-0.00701904,0.00347137,0.0101852,-0.00152588,0.00709534,-0.0131989,-0.0149918,-0.0115204,-0.00701904,-0.0211334,-0.0162506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,5,0.0122833,-0.0169754,0.0444412,0.0196838,-0.0123215,-0.00762939,0.00217438,0.00988007,-0.00141144,0.00701904,-0.00511169,-0.0157547,-0.0117874,-0.00614166,-0.0215149,-0.0157547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,6,0.0108719,-0.0094223,0.0406647,0.021286,-0.0123978,-0.00682831,0.00541687,0.00991821,-0.00225067,0.0100708,-0.00827789,-0.0159836,-0.0117874,-0.00591278,-0.0202942,-0.0168228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,7,0.0101089,-0.00747681,0.039444,0.0217438,-0.0126648,-0.00663757,0.00297546,0.0105667,-0.00118256,0.00621796,-0.0087738,-0.0157928,-0.0111389,-0.00652313,-0.0212097,-0.0163651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,8,0.0111389,-0.00961304,0.033989,0.0217819,-0.0162888,-0.00659943,0.00263214,0.00957489,-0.00213623,0.00339508,-0.0087738,-0.0152588,-0.0119781,-0.00659943,-0.021553,-0.0139236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,9,0.00946045,-0.00923157,0.0259399,0.0262833,-0.012207,-0.00572205,0.00259399,0.0109863,-0.00236511,0.00675201,-0.0157547,-0.0154114,-0.0117111,-0.00671387,-0.0217438,-0.0152969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,0,0.00843048,-0.00164032,0.0313187,0.0269318,-0.0109863,-0.00663757,0.00286102,0.0106049,-0.00255585,0.00705719,-0.00572205,-0.0145721,-0.0107574,-0.00686646,-0.0215912,-0.00835419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,1,0.00778198,-0.00442505,0.0278473,0.0259018,-0.0123596,-0.00743866,0.0025177,0.00888824,-0.00228882,0.00617981,-0.0063324,-0.0153732,-0.0127029,-0.0069046,-0.022049,-0.0144958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,2,0.00400543,-0.0146866,0.0295639,0.026474,-0.0122833,-0.00694275,0.0025177,0.0122833,-0.00278473,0.00827789,-0.00801086,-0.0159073,-0.0110245,-0.00644684,-0.0202942,-0.0141144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,3,0.00442505,-0.0222778,0.0361252,0.0230026,-0.0111008,-0.00675201,0.00415802,0.0106812,-0.00133514,0.00701904,-0.00846863,-0.0146866,-0.0110245,-0.00598907,-0.0207901,-0.0139618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,4,0.00389099,-0.00652313,0.0546646,0.022583,-0.0123215,-0.00679016,0.00423431,0.0119019,-0.000152588,0.00724792,-0.00934601,-0.0148773,-0.0111771,-0.00671387,-0.0199509,-0.0165558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,5,0.00537872,-0.0162506,0.0613785,0.0236893,-0.0165939,-0.00709534,0.00301361,0.0109482,-0.00259399,0.0069046,-0.00888824,-0.0160217,-0.0108719,-0.00587463,-0.0207138,-0.0127411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,6,0.000495911,-0.0192261,0.0440598,0.0219345,-0.0138474,-0.00778198,0.00301361,0.0110626,-0.00167847,0.0082016,-0.00740051,-0.0149918,-0.0104904,-0.00671387,-0.0172806,-0.0156403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,7,0.000152588,-0.0132751,0.0396729,0.0206375,-0.0125885,-0.00740051,0.00339508,0.00865936,-0.000991821,0.00667572,-0.00858307,-0.0161743,-0.0107193,-0.00640869,-0.0209045,-0.0175858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,8,0.00339508,-0.0160217,0.0374985,0.0209427,-0.0157166,-0.00728607,0.00270844,0.00984192,-0.00118256,0.00988007,-0.00869751,-0.0143814,-0.0104523,-0.00610352,-0.0245285,-0.0144577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,9,-0.00110626,-0.0113678,0.0356293,0.0196457,-0.0122452,-0.00648499,0.00286102,0.0111389,-0.00114441,0.00869751,-0.00911713,-0.0139236,-0.0112534,-0.00621796,-0.0206375,-0.0144958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,0,0.000839233,-0.0124741,0.0363541,0.0175095,-0.0130463,-0.00797272,0.00228882,0.00961304,-0.00209808,0.00717163,-0.00995636,-0.0162888,-0.0106049,-0.0056076,-0.0213242,-0.0149155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,1,0.00541687,-0.0094223,0.0356293,0.0234222,-0.0124741,-0.00682831,0.00152588,0.0101089,-0.00282288,0.00629425,-0.00839233,-0.0157166,-0.0108719,-0.00671387,-0.0217056,-0.0141525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,2,0.00785828,-0.00804901,0.0372696,0.0204849,-0.0142288,-0.00713348,0.0031662,0.0137329,-0.00213623,0.00747681,-0.0100327,-0.015564,-0.0131989,-0.00610352,-0.022049,-0.0177765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,3,0.00804901,-0.0117874,0.038681,0.019989,-0.0133896,-0.00614166,0.00225067,0.00946045,-0.00244141,0.00762939,-0.0094223,-0.015831,-0.011673,-0.00656128,-0.0220108,-0.0185394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,4,0.00804901,-0.0152588,0.0226212,0.0216675,-0.0106049,-0.00846863,0.00247955,0.00976563,-0.00202179,0.00545502,-0.0154495,-0.0159836,-0.0114822,-0.00667572,-0.0224304,-0.014267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,5,0.0109863,-0.0110626,0.0292969,0.0203323,-0.01091,-0.00640869,0.00267029,0.0106049,-0.00164032,0.00736237,-0.00854492,-0.0153351,-0.0107956,-0.00610352,-0.0215149,-0.0154877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,6,0.00869751,-0.00652313,0.0641251,0.0237656,-0.0136566,-0.0069809,0.00305176,0.00926971,-0.00286102,0.00606537,-0.00858307,-0.0148392,-0.0108719,-0.00537872,-0.0209045,-0.0163269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,7,0.00900269,-0.00896454,0.0589752,0.0271606,-0.0123978,-0.00839233,0.00305176,0.00991821,-0.00167847,0.00797272,-0.0106049,-0.0151443,-0.0109482,-0.00602722,-0.020752,-0.00862122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,8,0.00713348,-0.0115967,0.0519943,0.0270844,-0.0121689,-0.00732422,0.00465393,0.00953674,-0.00190735,0.00782013,-0.00717163,-0.0143814,-0.00976563,-0.00518799,-0.0209045,-0.018158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,9,0.0124741,-0.0133896,0.0445557,0.0280762,-0.0115204,-0.00762939,0.00335693,0.00984192,-0.000762939,0.00736237,-0.00484467,-0.0148773,-0.0115585,-0.00602722,-0.0205994,-0.0147247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,0,0.00926971,-0.0160599,0.0423431,0.030098,-0.0127792,-0.00705719,0.00217438,0.0100327,-0.00225067,0.00934601,-0.00835419,-0.0139999,-0.0107956,-0.00587463,-0.0244141,-0.0150681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,1,0.00679016,-0.0119019,0.0435638,0.0275803,-0.0153732,-0.00732422,0.00408173,0.0106049,-0.0025177,0.00610352,-0.00873566,-0.0155258,-0.010376,-0.00602722,-0.0160217,-0.0151825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,2,0.00972748,-0.01297,0.0440216,0.0238037,-0.0123215,-0.00576019,0.00457764,0.0123978,-0.00171661,0.00587463,-0.0126648,-0.0151825,-0.0117493,-0.00564575,-0.0210571,-0.0179291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,3,0.00808716,-0.0117111,0.0385666,0.0218582,-0.0122833,-0.0082016,0.00301361,0.010643,-0.00179291,0.0075531,-0.00511169,-0.0157928,-0.0105667,-0.00583649,-0.0201797,-0.0146103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,4,0.00736237,-0.0103378,0.0363922,0.0230408,-0.0137329,-0.00732422,0.00293732,0.0107956,-0.00270844,0.00576019,-0.0106049,-0.0157166,-0.0102615,-0.00705719,-0.0204849,-0.0159454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,5,0.0141907,-0.0082016,0.0381851,0.0215149,-0.0108337,-0.00583649,0.00347137,0.0101852,-0.00247955,0.0069046,-0.0056076,-0.0151062,-0.0107193,-0.00659943,-0.0211716,-0.0155258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,6,0.0177765,-0.00576019,0.0400543,0.0196838,-0.0138855,-0.00888824,0.00198364,0.0109482,-0.00087738,0.00564575,-0.0162125,-0.0156021,-0.0110245,-0.00621796,-0.0202942,-0.021286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,7,0.0170517,-0.00843048,0.039711,0.0233841,-0.0144958,-0.00675201,0.00278473,0.0107193,-0.00164032,0.00686646,-0.0105286,-0.0156403,-0.0112915,-0.00602722,-0.0212097,-0.0138474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,8,0.01091,-0.0139236,0.0392151,0.0187302,-0.0152206,-0.00778198,0.00320435,0.00961304,-0.00160217,0.00209808,-0.00843048,-0.0157547,-0.0122452,-0.00617981,-0.0231171,-0.014801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,9,0.00217438,-0.0165939,0.0424957,0.0186539,-0.0107956,-0.0062561,0.00385284,0.0111771,-0.0018692,0.00736237,-0.00610352,-0.0149918,-0.0103378,-0.00541687,-0.0191498,-0.0149918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,0,0.00370026,-0.016861,0.0404358,0.0237656,-0.0118256,-0.00701904,0.00217438,0.0102234,-0.00274658,0.0063324,-0.00740051,-0.0156021,-0.0116348,-0.00770569,-0.0198364,-0.0162888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,1,0.00400543,-0.0151062,0.0315857,0.022316,-0.0155258,-0.00717163,0.00225067,0.0121689,-0.00225067,0.0063324,-0.00869751,-0.015831,-0.0126648,-0.00682831,-0.021286,-0.0149536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,2,0.00480652,-0.0140762,0.0357056,0.0234985,-0.0113678,-0.00717163,0.00328064,0.0124359,-0.00133514,0.0056839,-0.0101089,-0.0154495,-0.0117874,-0.00656128,-0.0231552,-0.014267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,3,0.00526428,-0.0122833,0.0457764,0.0236511,-0.0136185,-0.00675201,0.00389099,0.00991821,-0.00259399,0.00675201,-0.00865936,-0.0157547,-0.0106049,-0.00617981,-0.0209808,-0.0175476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,4,0.00862122,-0.0172043,0.040741,0.0230789,-0.0137711,-0.00686646,0.000648499,0.0103378,-0.00175476,0.0069809,-0.0112152,-0.0165939,-0.0108337,-0.00675201,-0.0209427,-0.0182343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,5,0.00953674,-0.0133133,0.0408554,0.0254822,-0.01297,-0.00724792,0.00335693,0.0107574,-0.00293732,0.0044632,-0.00995636,-0.0151825,-0.010643,-0.00644684,-0.0217819,-0.018692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,6,0.00541687,-0.0127411,0.0402451,0.0258255,-0.0146866,-0.00713348,0.00144958,0.0106812,-0.00137329,0.00816345,-0.00869751,-0.0154877,-0.0118637,-0.00667572,-0.0257874,-0.0152206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,7,-0.00679016,-0.0118256,0.0517273,0.0265121,-0.0121307,-0.00694275,0.00427246,0.00946045,-0.00118256,0.00839233,-0.0102997,-0.0156021,-0.0109863,-0.00549316,-0.0214767,-0.0141525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,8,-0.00576019,-0.00602722,0.0524139,0.0218964,-0.0127792,-0.00766754,0.00274658,0.00991821,-0.00320435,0.00686646,-0.0101852,-0.0154495,-0.0110245,-0.00652313,-0.0246429,-0.0149155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,9,0.00728607,-0.000114441,0.0432205,0.0262833,-0.0127411,-0.00778198,0.0038147,0.0108719,-0.0018692,0.00713348,-0.0115967,-0.0151443,-0.0117874,-0.00530243,-0.0206375,-0.0151062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,0,0.00900269,-0.00106812,0.0403214,0.0242233,-0.0126266,-0.00606537,0.00236511,0.0104904,-0.00293732,0.00648499,-0.0107574,-0.0155258,-0.0111771,-0.00663757,-0.0214005,-0.0154877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,1,0.00724792,-0.00236511,0.0427628,0.0292206,-0.0118256,-0.00869751,0.00389099,0.0100327,-0.00179291,0.00686646,-0.00965118,-0.0156403,-0.0108719,-0.00629425,-0.0209045,-0.0167847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,2,0.00663757,0.00682831,0.0446701,0.0292969,-0.0160217,-0.00732422,0.00167847,0.0105667,-0.00213623,0.0062561,-0.010376,-0.0156403,-0.0117111,-0.00637054,-0.0183105,-0.0164032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,3,0.00419617,-0.00522614,0.0445938,0.0271606,-0.0133514,-0.00759125,0.00286102,0.0088501,-0.00198364,0.00553131,-0.00904083,-0.0163651,-0.0110245,-0.00732422,-0.021019,-0.0163651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,4,0.00679016,-0.0330734,0.041008,0.0257874,-0.0111389,-0.00854492,0.00324249,0.00965118,-0.00228882,0.00679016,-0.00839233,-0.0165176,-0.0117493,-0.00713348,-0.0215149,-0.014267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,5,0.00869751,-0.026741,0.0431824,0.0238419,-0.0115204,-0.00701904,0.00572205,0.00991821,-0.00213623,0.00717163,-0.00934601,-0.0138474,-0.0109482,-0.00667572,-0.0256729,-0.0162125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
